@relation 'EPA Eastern Lakes Survey - 1984-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2'

@attribute aluminum numeric
@attribute calcium numeric
@attribute carbonate numeric
@attribute color numeric
@attribute elevation numeric
@attribute inlets {zero,one,few,many}
@attribute potassium numeric
@attribute area numeric
@attribute type {lake,pond,reservoir,swamp}
@attribute volume numeric
@attribute latitude numeric
@attribute longitude numeric
@attribute ammonium numeric
@attribute nitrate numeric
@attribute outlets {zero,few,one}
@attribute precipitation numeric
@attribute runoff {5,10,15,20,25,30}
@attribute sulfate numeric
@attribute ph {low,high}

@data
51.6,5.914,0.75,20,310.6,few,1.137,24.699997,lake,0.733,44.199982,-71.866638,0.02,0.007,one,1.291,20,6.759,high
70.8,7.045,1.219,40,198.4,one,0.341,60.599976,reservoir,2.39,43.524994,-75.958313,0.023,0.489,one,0.841,30,5.566,high
35.4,5.038,0.743,10,452.0184,one,0.57,98.099976,pond,0.819,42.283325,-73.199951,0.017,0.004,one,0.81,25,6.724,high
56,3.81,0.849,20,542.5,many,0.15,36.599976,lake,0.781,35.397766,-84.113831,0.111,0.608,one,1.499,25,1.2,high
26.6,8.38,0.858,25,21.3,few,1.283,72.099976,pond,2.041,42.729156,-71.054138,0.077,0.14,zero,0.961,20,10.649,high
9.2,10.15,1.353,15,154.5336,one,1.154,9.299995,pond,0.406,41.316925,-73.468567,0.105,0.064,one,1.054,20,11.148,high
164,6.224,0.825,95,374.3,one,0.34,14,pond,0.065,46.422211,-69.466614,0.036,0.114,one,1.067,20,2.883,high
51,5.045,0.471,35,326.1,few,0.291,13,pond,0.422,45.458313,-69.933289,0.036,0,one,0.994,25,3.577,high
86,5.425,0.952,30,545.6,zero,0.301,5.899998,pond,0.025,45.522217,-70.680237,0.024,0.04,one,0.995,20,4.484,high
85,3.96,0.314,56,374,few,0.75,223.599976,lake,2.49,48.179138,-92.108276,0,0,one,0.738,5,2.08,high
36,9.16,3.471,20,562.7,many,1.73,21091,lake,3425.178,37.062469,-80.608276,0.79,1.395,one,0.799,15,6.81,high
31,6.95,0.842,56,435.9,zero,0.48,25.899994,lake,0.769,47.891663,-92.108276,0,0.034,one,0.791,5,2.72,high
65.4,6.28,0.672,45,238.1,one,0.411,289.699951,pond,5.377,46.766663,-69.266663,0.027,0.204,one,1.084,15,4.419,high
548,5.645,1.106,80,265.2,zero,2.46,21.5,lake,0.15,33.919434,-84.143555,0.023,0.6265,one,1.238,15,6.225,high
30,14.45,0.94,10,31.7,zero,7.64,22.599991,lake,0.64,27.621384,-81.511902,0.022,3.38,zero,1.41,10,70.9,high
23,4.662,0.349,20,43,zero,4.71,19.699997,lake,0.356,28.173325,-81.803589,0.015,0.296,zero,1.307,10,24.1,high
9.5,6.675,0.332,10,416.7,zero,0.8,16.099991,lake,0.478,41.291656,-76.144165,0.01,0.036,one,0.697,15,9.24,high
12,13.04,1.225,15,185.6232,zero,2.31,102.199951,reservoir,0.854,42.19165,-71.862488,0,0.098,one,0.967,25,8.4,high
37.3,9.09,0.751,20,33.5,few,1.401,100,lake,5.382,42.787476,-71.058289,0.019,0.021,one,0.961,15,14.9,high
23.7,5.985,0.953,15,120.4,one,0.835,27.299988,pond,0.57,44.474976,-69.966614,0.02,0.015,one,0.926,20,2.759,high
105.7,5.837,0.968,35,478.8408,one,0.673,22.799988,lake,0.391,42.133331,-73.162476,0.096,0.034,one,0.816,25,5.708,high
38.9,5.325,0.446,35,304.2,few,0.356,149.799927,pond,1.877,46.241638,-69.562439,0.026,0,few,1.03,20,3.723,high
5,4.11,0.481,35,519.4,one,0.58,12.299995,lake,0.451,46.125549,-89.437439,0,0,zero,0.885,10,2.24,high
287.7,11.61,0.846,55,393.5,one,2.005,7.599998,pond,0.095,41.595825,-75.37915,0.024,0,one,0.709,20,12.148,high
13,6.36,0.909,30,492.6,few,0.6,232.899902,lake,8.537,45.933319,-89.208313,0.05,0.17,one,0.885,10,4.32,high
51.3,1.853,0.016,15,340.2,zero,0.317,24.699997,lake,0.619,43.516663,-71.895813,0.018,0.009,one,1.127,20,5.366,high
88,6.23,0.763,35,259.1,one,3.01,5,lake,0.128,33.664429,-84.041626,0.223,0.537,one,1.173,15,9.77,high
57.3,8.545,1.313,45,177.1,many,0.269,933.799805,lake,151.649,46.949982,-68.616638,0.026,0.186,few,1.068,20,3.938,high
149,5.34,4.451,60,163.1,few,4.58,75.899963,pond,3.522,34.458313,-82.208313,0.271,9.503,one,1.073,15,13.48,high
51.2,2.395,0.035,30,10.9728,zero,1.498,8.199997,pond,0.068,41.688873,-70.595825,0.017,0.035,zero,0.949,20,8.198,high
10,6.53,1.137,35,365.8,zero,0.65,60.699982,lake,0.845,48.299988,-92.616638,0.031,0.213,one,0.745,5,2.28,high
805,7.92,1.575,20,492,one,0.54,394.899902,lake,28.951,45.926361,-89.449951,0.19,0.26,one,0.885,10,2.4,high
75.6,6.594,1.275,30,517.6,one,0.203,13.799995,pond,0.058,46.029144,-69.958313,0.128,0.171,one,1.012,20,4.434,high
50,11.46,3.98,90,431.3,one,1.24,17.399994,lake,0.71,45.204163,-90.589722,0.44,0.262,one,0.881,10,2.49,high
28.3,6.174,0.857,15,362.4,few,0.341,129,pond,13.707,46.933868,-68.891907,0.021,0,one,1.068,20,4.337,high
48,12.21,1.477,35,438.9,one,2.4,15.099998,pond,0.231,42.618317,-75.924438,0.07,0.56,one,0.829,20,6.69,high
26.9,5.562,0.655,45,230.1,few,0.212,873.799805,lake,43.382,46.302765,-68.874939,0.042,0.065,one,1.044,20,4.183,high
8,16.97,10.926,6,421.5,zero,2.76,34.699982,lake,2.061,47.591644,-93.686096,0,0,zero,0.797,5,0.99,high
38,5.88,0.669,40,523,one,0.37,25.899994,lake,1.466,46.681091,-88.032471,0,0.05,one,0.913,15,4.54,high
56,43.84,16.374,105,14.9,zero,0.045,10.599998,lake,0.133,29.764435,-83.018555,0.017,0.043,few,1.204,5,1.08,high
80,7.43,1.403,25,201.4728,few,2.73,45.899994,lake,0.98,41.583313,-73.12915,0.37,0.467,one,0.901,25,7.63,high
61.8,6.426,1.021,20,381.6,many,0.257,100.299988,pond,0.838,46.024994,-69.808289,0.042,0.065,one,1.006,20,4.201,high
6,8.59,3.316,35,327.7,one,0.45,18.599991,lake,0.604,46.335541,-91.780273,0.04,0.18,zero,0.86,10,3.59,high
51.7,4.718,0.56,30,330.1,one,0.157,40.199982,lake,0.392,46.416656,-68.049988,0.041,0.014,one,1.071,20,3.299,high
12,12.47,3.975,20,480.1,zero,0.69,18.5,lake,0.97,45.733307,-89.637451,0.04,0.025,one,0.885,10,1.309,high
77.7,7.46,0.959,40,121.6,few,0.236,259.899902,lake,2.653,45.724976,-68.485779,0.022,0,one,1.044,20,3.484,high
40,15.83,10.274,10,242.3,many,2.32,6866.597656,lake,1796.961,37.041656,-79.583313,0.104,1.028,one,0.906,10,10.98,high
58.5,6.765,1.412,40.5,448.7,zero,0.34,15.599998,lake,0.174,47.715271,-90.632996,0.045,0.217,one,0.797,15,4.525,high
41,7.63,1.94,10,356.6,one,0.43,26.899994,lake,0.874,47.020813,-88.764404,0.01,0,zero,0.858,15,2.35,high
31.5,6.397,1.026,40,218.2,many,0.307,1026.099609,lake,63.799,46.833313,-68.779114,0.011,0.003,one,1.068,20,3.905,high
9,16.46,7.679,96,406.6,few,0.66,29.399994,lake,0.914,46.993317,-92.320801,0.13,0.4,zero,0.805,10,2.76,high
21,12.34,3.662,10,257.6,zero,0.6,5.299999,lake,0.052,46.493591,-86.116333,0.009,0,one,1.165,15,5.86,high
5,3.455,1.925,17,446.8,zero,0.47,9.599998,lake,0.258,47.747192,-92.011108,0.01,0,zero,0.791,5,1.88,high
74,3.77,0.695,55,161.5,many,1.44,34.599976,lake,0.979,33.416656,-83.394409,0.018,0.2,one,1.129,10,1.32,high
36,8.993,0.678,15,32,zero,5.48,116.5,lake,7.244,27.897766,-81.464416,0.095,0.688,zero,1.336,10,19.1,high
54,5.51,0.086,50,222.5,zero,0.86,12,lake,0.084,41.604156,-75.04718,0.04,1.786,one,0.78,20,9.85,high
5,9.37,2.184,15,272.8,zero,0.52,9.099998,lake,0.101,46.526367,-86.173035,0.009,0.006,zero,1.164,15,3.08,high
41.2,5.006,1.204,20,490.7,one,0.419,4.399998,pond,0.043,45.604156,-70.634399,0.013,0.014,one,0.995,20,4.12,high
23,18.71,6.724,135,231.3,one,0.73,7.599998,lake,0.042,46.078308,-86.799438,0.02,0.003,zero,0.915,15,1.75,high
30,7.31,2.203,25,445.9,one,0.57,1212.899414,lake,34.33,45.554138,-89.733276,0,0.242,one,0.885,10,3.43,high
12,13.53,2.615,45,504.8,zero,0.63,6.899998,lake,0.147,46.228882,-89.505798,0.01,0.077,one,0.885,10,1.04,high
45.2,7.15,1.155,20,243.5,one,0.183,52,lake,1.255,47.199982,-68.716614,0.036,0.01,few,1.1,15,3.135,high
10,9.82,3.551,38,426.4,zero,4.2,19.699997,lake,1.389,47.459717,-92.628296,0.03,0.058,zero,0.797,5,2.78,high
7,7.055,2.239,15,512.7,zero,0.475,14,lake,0.175,46.125549,-89.3172,0.039,0.0175,one,0.885,10,2.13,high
3,19.73,6.56,25,240.8,zero,0.86,16.799988,lake,1.068,46.221649,-86.502747,0.03,0,one,1.011,15,2.3,high
42,27.37,3.151,30,341.4,one,2.37,11,pond,0.071,41.516663,-75.729126,0.04,2.205,one,0.698,15,24.7,high
18,7.48,1.81,45,275.8,zero,0.445,5.099998,lake,0.021,46.531372,-85.988831,0.06,0.001,one,1.187,15,3.18,high
31,13.92,6.189,55,490.7,few,0.98,63.199982,lake,0.616,46.374969,-88.306091,0,0.105,one,0.897,10,4.87,high
14,23.96,6.966,125,211.8,few,0.751,12.299995,lake,0.063,46.198029,-85.852722,0.04,0.048,one,1.071,15,3.74,high
12,13.52,4.155,30,485.9,few,0.56,96.799988,lake,2.246,46.349976,-88.887451,0.03,0.068,few,0.886,10,2.68,high
12,11.32,4.462,16,350.5,zero,0.4,26.199997,lake,0.815,46.50415,-91.424988,0.048,0,zero,0.865,10,3.6,high
23,13.55,2.488,24,427.3,one,0.36,71.599976,lake,0.997,47.91861,-91.666626,0,0,zero,0.79,10,9.75,high
9,14.58,6.823,25,487.1,one,0.92,104,lake,7.335,46.026367,-89.895813,0.07,0.053,one,0.885,10,2.54,high
72.5,14.05,3.557,45,424.6,zero,0.294,7.899998,pond,0.033,44.39444,-72.387451,0.054,0.085,one,1.588,15,4.2,high
2,23.17,13.509,23,326.4,zero,0.99,4.899998,lake,0.027,46.496368,-91.327209,0,0,zero,0.868,10,4.32,high
12,40,19.063,40,232.9,one,3.608,8.399994,lake,0.476,45.166656,-85.270813,0.115,0.1755,one,0.687,10,8.035,high
20.9,60.69,40.562,25,297.8,one,1.303,6.299999,lake,0.304,43.951386,-75.795776,0.069,0.038,one,0.903,25,6.572,high
1,9.87,3.583,15,478.2,one,0.5,46.899994,lake,1.066,45.762482,-89.75,0.01,0.074,zero,0.885,10,2.13,high
36,9.41,2.954,25,259.7,zero,0.128,135.599976,lake,0.629,46.147217,-85.195801,0.15,0.089,zero,1.058,15,4.71,high
15,16.63,5.594,30,356.6,one,0.52,5.199997,lake,0.162,46.734161,-88.361633,0,0.026,zero,0.893,15,3.83,high
29,18.89,7.968,73,390.1,one,1.04,92.699951,lake,0.516,47.333313,-93.708313,0.01,0.123,one,0.797,5,3.38,high
112,30.97,20.076,40,320,many,1.235,17,lake,0.387,35.670807,-83.797729,0.075,0.065,one,1.421,20,5.55,high
31.6,18.19,7.41,15,90.5,many,0.872,43.199982,pond,0.481,44.970825,-69.324951,0.031,0.166,one,0.874,20,3.683,high
131.6,26,12.424,15,334.7,few,0.64,214.199951,lake,8.15,42.5,-73.25,0.065,0.082,one,0.806,25,7.779,high
194.9,17.65,8.048,22.5,403,one,0.2355,10.199997,pond,0.114,45.641663,-70.349976,0.041,0.104,one,0.995,20,6.0495,high
8,29.26,48.437,12,413.6,zero,1.92,417.099853,lake,35.997,47.558319,-93.661072,0,0,one,0.797,5,1.08,high
4,15.92,12.541,10,497.4,few,0.74,432.699951,lake,45.375,46.224976,-89.783325,0.019,0,zero,0.885,10,3,high
84,22.09,11.215,45,185.6,one,0.338,577.799805,lake,4.29,45.983307,-85.974426,0.03,0.132,one,0.888,15,13.51,high
22,24.76,17.787,15,272.2,zero,0.574,10.899994,lake,0.309,45.08609,-84.161072,0.06,0,zero,0.687,10,8.9,high
20,36.28,28.957,20,347.5,one,0.88,37.799988,pond,2.455,42.854156,-75.569397,0.11,0.065,one,0.832,20,17.88,high
30.8,50.64,65.702,30,197.2,one,1.281,14.199997,lake,0.158,42.932495,-73.233276,0.035,0.722,one,0.87,20,9.281,high
11,34.226,34.108,10,374.9,zero,0.631,5.099998,lake,0.18,45.027771,-84.636108,0.1,0.027,zero,0.686,10,9.81,high
16,41.93,26.778,5,118,many,2.03,16604.29688,lake,2111.004,42.75,-76.75,0.02,4.682,one,0.829,15,34.55,high
2,21.06,30.207,20,399.3,zero,1.29,13.199997,lake,0.3,45.122192,-88.90387,0.338,0.093,zero,0.887,10,5.67,high
145,5.06,2.437,80,243.2,few,2.97,25.599991,lake,0.475,33.48111,-84.299988,0.009,1.05,one,1.173,15,10.95,high
7.5,32.84,33.09,5,297.5,many,0.318,118.099976,pond,8.658,44.187469,-72.587463,0.016,0,one,1.558,20,15.922,high
25.3,33.4,20.971,20,431.3,zero,2.267,5.5,pond,0.061,44.870819,-71.488831,0.022,0.011,one,1.439,25,10.463,high
7,23.2,24.945,15,394.7,one,1.08,22,lake,0.48,45.779144,-88.33606,0.01,0.028,one,0.877,10,14.06,high
20,11.64,4.198,25,399.3,zero,0.65,5.699997,pond,0.024,41.813873,-76.583313,0.03,0.2,one,0.705,10,10.98,high
17,33.87,71.114,26,425.2,zero,6.46,46.199982,reservoir,0.793,47.47998,-92.658325,0.03,0.149,zero,0.797,5,92.1,high
15,21.35,46.754,10,425.8,zero,0.88,7.899998,lake,0.224,46.227753,-88.012451,0,0.005,zero,0.897,10,5.3,high
