@relation 'EPA Eastern Lakes Survey - 1984-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F1'

@attribute aluminum numeric
@attribute calcium numeric
@attribute carbonate numeric
@attribute color numeric
@attribute elevation numeric
@attribute inlets {zero,one,few,many}
@attribute potassium numeric
@attribute area numeric
@attribute type {lake,pond,reservoir,swamp}
@attribute volume numeric
@attribute latitude numeric
@attribute longitude numeric
@attribute ammonium numeric
@attribute nitrate numeric
@attribute outlets {zero,few,one}
@attribute precipitation numeric
@attribute runoff {5,10,15,20,25,30}
@attribute sulfate numeric
@attribute ph {low,high}

@data
14,1.62,0.035,35,513.9,zero,0.62,10.699997,lake,0.834,46.269989,-89.725525,0.01,0,zero,0.885,10,0.69,low
28.7,2.058,0.048,10,502.9,one,0.211,28,pond,1.182,43.587494,-72.133301,0.02,0.052,one,1.12,20,4.381,low
125.7,1.444,0.026,90,6.1,one,0.43,27,pond,0.601,44.372192,-68.708313,0.01,0.021,one,1.2,20,2.529,low
70.1,1.995,0.021,35,490.7,few,0.203,13.5,pond,0.288,45.505554,-70.037476,0.021,0,one,0.994,20,4.42,low
69.6,4.934,0.109,20,260.9,one,0.626,7.699997,lake,0.129,41.098053,-75.277466,0.203,0.576,one,0.756,20,5.851,low
16,1.92,0.015,25,324.6,zero,0.37,32.699982,lake,0.212,46.187469,-91.774963,0.029,0.074,zero,0.865,10,4.09,low
24.4,3.139,0.104,10,68.9,one,0.744,15.199997,pond,0.275,44.492218,-68.967468,0.017,0.025,one,0.822,20,3.99,low
33,2.14,0.075,45,504.5,one,0.65,8.5,lake,0.264,45.322205,-89.219421,0.145,0.092,one,0.886,10,2.66,low
67,1.698,0.023,35,23.2,few,0.358,98.699951,lake,3.068,44.76944,-67.25,0.017,0.003,one,1.959,25,2.996,low
11.8,3.132,0.081,10,4.572,zero,0.791,14.099998,pond,0.458,41.693878,-70.007751,0.382,0.062,zero,0.943,20,5.529,low
67,4.849,0.011,75,28.7,one,1.768,68.799988,lake,2.043,28.612488,-81.852722,0.016,0.209,one,1.231,5,6.14,low
43.3,2.1565,0.027,25,307.9,few,0.1965,4.399998,pond,0.031,43.25,-72.358276,0.0205,0.018,zero,1.066,15,6.201,low
21.6,2.146,0.034,25,251.8,zero,0.42,9.699997,pond,0.207,43.283325,-71.94165,0.012,0.003,one,1.106,20,4.308,low
104,2.47,0.032,60,594.4,one,0.18,12,lake,0.473,47.963867,-90.716614,0.04,0.125,one,0.794,10,3.79,low
58,1.829,0.022,35,333.8,one,0.574,16.599991,pond,0.139,41.56665,-75.070801,0.041,0.026,one,0.801,20,5.004,low
104.9,8.42,0.184,65,19.2024,one,1.698,13.399994,pond,0.075,41.94165,-71.029114,0.13,0.033,one,0.959,20,8.346,low
102,3.88,0.061,85,34.4424,one,1.5,13.299995,pond,0.154,41.358307,-72.584717,0.02,0.154,one,0.953,20,7.88,low
42,1.72,0.036,27,390.1,one,0.53,4.799999,lake,0.06,48.25,-92.162476,0.05,0.029,one,0.722,5,3.34,low
36,0.8,0.035,60,914.4,many,0.37,199.599976,lake,12.688,35.133331,-82.94165,0.041,0.06,one,1.179,30,1.04,low
178,3.36,0.036,90,539.5,zero,0.34,6.5,lake,0.081,46.680542,-88.074951,0,0.08,zero,0.91,15,4.05,low
38.7,1.843,0.03,5,81.4,one,0.32,9.699997,pond,0.054,44.702759,-68.524963,0.024,0.003,one,0.946,20,3.999,low
40,3.47,0.115,52,513.3,few,0.27,11.199997,lake,0.603,48.075806,-90.948608,0.06,0.032,one,0.792,10,3.26,low
27.8,1.476,0.027,20,102.4,zero,0.553,176.399902,lake,10.968,45.216644,-68.216614,0.019,0.036,one,0.933,20,3.48,low
64,3.24,0.044,45,211.5312,few,1.76,69.399963,pond,1.964,42.083313,-71.949951,0,0.057,one,0.966,25,6.15,low
32.4,1.555,0.016,5,158.2,many,0.43,474.5,lake,57.024,45.149994,-68.099976,0.015,0.009,one,0.906,20,4.442,low
16.7,1.318,0.016,5,208.2,one,0.257,31.099991,pond,1.544,45.366638,-69.408325,0.003,0.014,one,0.992,20,4.5,low
48.5,1.597,0.021,20,116.4,few,0.371,140.899902,lake,4.38,45.283325,-67.841614,0.015,0.003,one,1.037,20,3.488,low
12,2.114,0.022,5,159.7152,many,0.539,9059.09375,reservoir,319.46,42.416656,-72.291626,0.024,0.011,one,1.016,20,6.357,low
17,3.21,0.08,40,145.6944,zero,0.49,7.699997,pond,0.143,42.020813,-71.81665,0,0,one,0.961,25,4.39,low
45.6,3.706,0.162,45,298.3992,one,2.001,12.599998,pond,0.053,42.323608,-72.092163,0.02,0.005,one,1.002,25,3.251,low
24.4,1.679,0.033,20,146.6,few,0.277,287.199951,pond,16.258,43.9422,-70.68689,0.047,0,one,0.961,20,3.406,low
13,1.26,0.028,26,344.4,zero,0.36,7.699997,lake,0.096,46.359711,-91.619141,0.003,0,zero,0.866,10,2.65,low
37.5,3.209,0.132,20,571.2,zero,0.749,13,lake,0.253,41.188873,-75.66748,0.028,0.018,one,0.699,20,6.843,low
10,1.81,0.035,15,484,zero,0.47,35.699982,lake,2.071,45.890259,-89.85553,0.04,0.05,zero,0.885,10,2.51,low
108,3.21,0.038,65,557.8,zero,0.34,8.5,lake,0.146,46.670532,-88.084717,0,0.09,one,0.909,15,4.38,low
75.2,2.21,0.044,25,134.1,few,0.255,99.899963,pond,6.211,44.122192,-70.777222,0.052,0,one,0.961,20,3.471,low
21,1.47,0.142,15,520.6,many,1.08,4194.796875,lake,2004.777,35.449982,-83.791626,0.023,0.44,one,1.466,25,1.59,low
22,3.85,0.089,20,350.5,zero,0.61,32.5,pond,1.629,41.145813,-75.029114,0,0.025,one,0.918,20,7.62,low
47,1.78,0.014,56,396.5,zero,0.66,19.199997,lake,0.303,45.841095,-91.468872,0.02,0,one,0.874,10,1.84,low
18.7,3.911,0.148,20,56.7,one,1.112,68.599976,pond,1.91,42.40332,-71.502197,0.186,0.079,one,0.962,20,5.155,low
76.3,2.484,0.039,35,460.3,many,0.199,17.899994,pond,0.864,45.333313,-70.458313,0.024,0.066,one,1.001,20,3.96,low
19,4.215,0.05,15,381.3,one,1.16,9.5,pond,0.04,41.717773,-74.641663,0.05,0.1135,one,0.883,25,9.15,low
13,1.61,0.025,13,318.8,zero,0.37,38.899994,lake,0.993,46.216644,-91.804138,0.02,0.018,zero,0.863,10,3.8,low
111.1,1.706,0.03,30,119.2,zero,0.257,11.599998,pond,0.296,44.849701,-68.429688,0.021,0.02,one,0.856,20,3.398,low
72,2.29,0.036,47,433.1,zero,0.43,81.299988,lake,2.188,47.966644,-92.197998,0,0.058,one,0.787,5,3.61,low
113,1.732,0.029,45,18.6,few,0.407,662.299805,lake,24.277,44.862762,-67.458313,0.025,0,one,1.474,25,2.479,low
123.4,1.799,0.042,35,77.7,many,0.422,701.799805,pond,15.956,44.75,-68.216614,0.007,0.003,one,1.299,25,2.562,low
26,2.65,0.021,20,349,one,0.504,15.899994,pond,0.177,41.143036,-75.937439,0.021,0.015,zero,0.698,20,8.726,low
38,1.6,0.196,20,331,many,0.7,231,lake,48.34,35.495819,-83.966614,0.025,0.527,one,1.401,25,1.64,low
20.4,2.57,0.107,15,381,zero,0.342,5.099998,pond,0.159,45.809418,-69.123291,0.011,0,one,0.996,25,2.412,low
16,2.4,0.074,23,402.3,zero,0.43,27.599991,lake,2.113,48.229156,-92.17218,0.01,0.083,one,0.725,5,4.03,low
29.8,1.881,0.039,25,67.4,one,0.429,91.599976,pond,3.23,45.352753,-68.443054,0.017,0,one,1.018,15,3.235,low
507.3,3.069,0.038,55,381.9,one,0.364,14.5,pond,0.794,45.166656,-69.73053,0.022,0.154,one,0.992,20,2.953,low
93.3,8.74,0.299,100,53.0352,few,1.898,15.299995,pond,0.128,42.109436,-71.32135,0.182,0.131,one,0.961,20,11.556,low
383,1.78,0.09,60,1054.6,one,1.31,11,lake,0.092,35.106934,-83.10083,0.005,0.196,zero,1.191,30,2.04,low
111.8,3.873,0.104,25,288.6,one,0.519,7.399998,reservoir,0.134,43.663879,-72.149963,0.018,0.073,one,1.117,20,6.348,low
8.4,1.738,0.017,25,7.9248,zero,0.676,100.899963,pond,3.979,41.730804,-70.116638,0.11,0.112,few,0.945,20,6.815,low
58,3.391,0.084,25,374.9,one,0.127,5,pond,0.07,44.094421,-73.665222,0.0195,0.0105,one,0.917,15,5.576,low
41,1.41,0.035,41,456.3,one,0.57,8.299995,lake,0.258,47.91861,-92.096619,0,0,zero,0.79,5,2.27,low
19.2,5.782,0.131,40,46.6,zero,1.681,17.599991,lake,0.245,42.669434,-71.380554,0.091,0.068,one,0.964,15,6.671,low
135.1,2.767,0.061,35,319.1,one,0.24,15.199997,pond,0.451,45.812469,-69.19165,0.018,0.007,one,0.996,25,4.216,low
9.8,1.945,0.066,10,93.3,few,0.482,137.899902,pond,7.358,44.366638,-69.299988,0.008,0.017,few,0.818,20,3.758,low
117,2.33,0.039,94,457.5,zero,0.27,88.099976,lake,1.226,47.877197,-91.424988,0,0.001,zero,0.79,10,4.04,low
9,1.64,0.032,5,229.2,one,0.394,18.5,lake,1.442,46.601379,-85.660217,0.01,0.052,zero,1.222,15,3.01,low
60,1.38,0.041,35,957.1,zero,0.49,4.799999,lake,0.136,34.859711,-84.651062,0.005,0,one,1.462,25,1.6,low
128,2.25,0.079,87,547.1,one,0.364,6.5,lake,0.027,47.888886,-90.954163,0.01,0.173,one,0.791,10,3.18,low
4,2.72,0.244,22,326.1,zero,0.47,9.5,lake,0.414,46.5,-91.305542,0.104,0.101,zero,0.869,10,1.87,high
21,2.09,0.099,70,330.7,one,0.23,9.399994,lake,0.065,46.345825,-91.75415,0.02,0.023,zero,0.861,10,1.06,high
160.4,3.269,0.091,125,301.8,one,0.361,22,pond,0.102,46.194977,-69.530518,0.025,0.013,one,1.019,20,2.345,high
55,1.86,0.033,53,565.7,few,0.203,41.199982,lake,1.051,47.912476,-90.958313,0.05,0.066,one,0.791,10,1.82,high
15,1.72,0.04,38,378.9,zero,0.73,39.899994,lake,0.944,45.77832,-91.663879,0.04,0.072,zero,0.866,5,2.16,high
15.9,2.211,0.067,10,327.7,few,0.4,11.299995,pond,0.43,43.154144,-72.029114,0.012,0.006,one,1.071,25,5.684,high
50.5,4.159,0.163,55,13.4112,few,0.966,80,lake,2.487,42.613037,-70.808289,0.024,0.081,one,0.96,20,7.383,high
10,1.84,0.063,15,499.3,zero,0.4,19.199997,lake,1.247,45.960266,-89.620789,0.03,0,zero,0.885,10,2.77,high
12,1.99,0.081,57,338.9,zero,0.34,26.5,lake,0.406,46.537201,-91.402222,0.051,0.391,one,0.864,10,1.09,high
28.6,8.05,0.23,25,59.4,one,1.282,7.899998,pond,0.202,42.929138,-71.479126,0.057,0.114,one,0.99,15,9.919,high
123,4.36,0.287,160,426.7,one,0.37,12.5,lake,0.052,47.248596,-92.281067,0.03,0.347,one,0.801,10,1.28,high
25,2.87,0.112,19,489.8,zero,0.183,9.299995,lake,0.526,47.986084,-91.097168,0.06,0.014,zero,0.79,10,2.68,high
39.6,4.815,0.133,35,49.3776,few,0.968,102.899963,reservoir,2.196,41.983307,-71.395813,0.098,0.189,one,0.961,20,9.143,high
27,0.94,0.05,15,780.3,many,0.45,130.099976,reservoir,2.596,35.666656,-82.338867,0.017,0.216,one,1.349,30,1.74,high
13.6,1.945,0.08,5,155.1,zero,0.499,24.299988,pond,0.462,44.392761,-69.320496,0.003,0.021,one,0.818,20,3.916,high
76.7,2.461,0.082,10,57.3,one,0.49,74.899963,pond,4.136,43.78833,-70.454712,0.026,0.216,one,0.95,20,4.418,high
12,3.77,0.505,25,228.6,one,1.19,65.199951,lake,4.992,34.602753,-83.282471,0.095,0.042,one,1.224,20,1.78,high
62,2.406,0.046,30,518.2,few,0.312,27.799988,pond,1.728,44.897217,-70.558289,0.017,0.046,one,1.006,25,5.28,high
57.5,1.773,0.061,50,103.9,many,0.662,309.599853,lake,11.205,45,-68.024963,0.017,0.018,one,1.211,20,2.343,high
32,2.22,0.059,24,571.8,zero,0.29,19.699997,lake,0.887,47.984131,-90.083313,0.05,0.141,zero,0.817,10,3.95,high
122,2.3,0.047,75,426.1,zero,0.42,331.699951,lake,6.002,47.937469,-92.25,0,0.108,zero,0.789,5,3.62,high
12,2.63,0.072,25,230.1,zero,0.398,5.5,lake,0.094,46.595825,-85.658875,0.01,0.012,one,1.222,15,2.51,high
35.2,5.163,0.085,25,560.5,one,0.448,29.5,lake,0.123,41.254425,-75.492737,0.076,0.435,one,0.709,20,7.967,high
124.4,6.337,0.276,65,496.8,one,0.293,13.899994,pond,0.297,43.819427,-74.283325,0.032,0.009,one,0.914,25,4.515,high
129.2,2.096,0.049,20,428.6,few,0.825,32.099976,lake,0.357,42.699982,-72.891663,0.021,0.005,one,0.957,25,5.556,high
85.2,1.912,0.1,30,348.7,zero,0.346,8.899994,pond,0.095,46.033325,-68.874939,0.034,0.045,one,1.009,20,1.397,high
46.8,4.247,0.129,30,568.5,one,0.344,16.599991,lake,0.116,41.241638,-75.287476,0.078,0.164,one,0.757,20,6.143,high
21,2.64,0.15,45,488,zero,0.54,18.5,lake,0.258,46.463867,-87.999146,0,0.095,one,0.913,15,3.38,high
92,3.9,0.082,120,474.9,one,0.32,68.399963,lake,0.476,46.35553,-89.745789,0.039,0.094,one,0.885,10,4.48,high
9,1.75,0.213,30,446.2,zero,0.88,4.199997,lake,0.177,47.683319,-92.69165,0.05,0.004,zero,0.796,5,0.58,high
95.6,2.798,0.066,20,613.9,zero,0.394,8.5,pond,0.264,43.858307,-74.091614,0.031,0.039,one,0.915,20,6.484,high
93.1,3.038,0.113,45,311.5,one,0.746,7.5,pond,0.15,45.876373,-69.041626,0.017,0.005,one,0.998,25,4.025,high
134,4.264,0.149,60,365.8,few,0.794,75.599976,pond,2.666,44.491638,-71.69165,0.02,0.043,one,1.414,25,4.584,high
12,1.83,0.087,14.5,332.8,zero,0.375,5.199997,lake,0.176,46.318878,-91.688049,0.0105,0,zero,0.865,10,2.665,high
24.5,2.1,0.091,20,137.2,one,0.644,33.599976,pond,0.857,43.195831,-71.12915,0.033,0.049,one,0.964,15,3.148,high
31.6,2.021,0.102,35,39,many,0.608,168.699951,pond,4.07,44.183319,-69.524963,0.012,0.022,one,0.82,20,3.117,high
26.4,4.824,0.099,10,480.1,one,0.39,33.699982,lake,2.142,41.772217,-75.324951,0.021,0.005,one,0.701,20,7.905,high
20.4,2.947,0.092,15,287.4,one,0.418,37,lake,0.721,41.00415,-75.341614,0.021,0.001,one,0.733,20,4.807,high
40,1,0.001,37,518.8,zero,0.35,8.699997,lake,0.097,47.545807,-91.716614,0.01,0,zero,0.792,10,1.04,high
16,1.81,0.072,7,398.7,zero,0.32,63.699982,lake,4.877,48.30191,-92.199951,0,0,one,0.717,5,3.41,high
89.9,3.808,0.27,45,130.2,zero,0.909,12.799995,pond,0.238,43.579163,-70.795776,0.037,0.039,one,0.961,20,3.961,high
45,1.11,0.175,20,350.5,one,0.67,9.599998,lake,0.352,35.029144,-82.697205,0.004,0,one,1.091,30,1.2,high
221.5,2.746,0.016,55,509.9,one,0.299,10.399994,pond,0.101,45.458313,-70.374939,0.025,0.231,one,0.994,20,5.183,high
27.4,4.906,0.121,20,48.8,many,1.27,110.899963,reservoir,4.22,42.820831,-71.208313,0.035,0.04,one,0.962,15,6.875,high
98.2,3.856,0.107,70,234.7,one,0.218,11.399994,pond,0.291,46.001099,-68.540527,0.039,0,few,1.021,20,2.796,high
226.1,2.721,0.105,10,169.2,zero,0.487,70,pond,2.274,43.75415,-70.874939,0.043,0.079,one,0.961,20,4.002,high
6,1.73,0.049,20,327.7,zero,0.34,18.5,lake,0.24,46.353333,-91.767761,0.033,0,zero,0.86,10,3.17,high
29,1.99,0.065,24,374.6,one,1.2,36.399994,lake,1.132,45.469421,-92.128601,0.05,0.367,zero,0.824,5,2.42,high
34.7,3.609,0.13,25,51.5,few,0.503,42.399994,pond,1.318,44.264435,-69.872498,0.017,0.012,zero,0.871,15,4.218,high
23.1,2.306,0.163,10,146.3,one,0.439,11.199997,pond,0.348,43.858307,-71.149963,0.016,0,one,1.008,25,3.245,high
224.5,3.905,0.361,65,370,few,0.73,457.399902,lake,5.094,48.174988,-92.474976,0.046,0.703,one,0.743,5,2.225,high
4,1.34,0.036,20,495.3,zero,0.45,6,lake,0.12,45.5,-88.794434,0.087,0.074,zero,0.884,10,2.63,high
24,7.5,0.523,50,253,zero,0.78,9.099998,lake,0.101,46.767487,-88.391663,0,0,zero,0.89,15,1.49,high
52,4.03,0.196,10,276.2,one,0.734,68.899963,lake,1.471,43.362488,-71.949951,0.018,0.002,one,1.114,20,15.765,high
136.5,3.591,0.076,25,68.8848,one,0.817,28.099991,pond,0.795,42.562469,-71.554138,0.017,0.045,one,0.963,20,5.205,high
103.4,3.219,0.206,25,521.2,few,0.354,5.799999,pond,0.024,44.766663,-71.25,0.026,0.025,one,1.327,25,4.162,high
56.1,1.932,0.09,20,84.4,few,0.3395,47.599976,pond,0.464,44.758331,-68.491638,0.0095,0.0755,one,0.898,20,2.6715,high
97,2.88,0.105,97,365.2,one,0.47,431.699951,lake,14.022,48.220825,-92.058289,0,0,one,0.729,5,2.38,high
61.7,2.299,0.083,15,91.1,few,0.411,146.099976,lake,6.779,45.324982,-68.054138,0.018,0,one,1.053,20,3.477,high
58.2,4.419,0.177,10,522.1,one,0.333,26.799988,pond,0.87,44.016663,-74.42218,0.025,0.106,one,0.916,25,5.766,high
181,0.92,0.112,20,701,few,0.75,9.5,lake,0.203,35.262482,-82.518005,0,0.029,one,1.18,30,0.51,high
25,1.52,0.336,15,198.1,many,1.02,20129.5,lake,5267.81,34.374969,-82.841614,0.039,0.104,one,1.077,15,1.96,high
38.1,5.477,0.259,25,467.9,zero,0.619,8.699997,pond,0.061,41.443054,-75.458313,0.041,0.018,one,0.718,20,6.484,high
40.5,2.726,0.087,45,195.1,zero,0.729,10.699997,pond,0.238,43.446655,-71.809143,0.065,0.009,one,1.128,20,5.199,high
138.6,4.104,0.106,40,368.5,one,0.412,122.899963,pond,1.198,45.799988,-69.891663,0.539,0.056,one,0.996,20,5.457,high
39.3,2.645,0.165,25,482.1936,few,0.757,14.099998,pond,0.118,42.204163,-73.287476,0.057,0.057,one,0.8,25,4.492,high
36,4.28,0.206,21,523.3,zero,0.345,7.199997,lake,0.591,48.089996,-90.920776,0.01,0,one,0.792,10,3.42,high
96,3.443,0.187,30,600.5,one,0.175,8.5,pond,0.118,43.957764,-74.002747,0.028,0.021,one,0.916,20,5.928,high
61,12.21,2.127,210,443.8,one,0.26,5.299999,lake,0.066,47.740265,-92.179138,0.01,0.055,one,0.791,5,0.44,high
43.7,6.306,0.253,30,491.6,few,0.98,33.5,lake,0.466,41.329163,-75.583313,0.17,0.099,one,0.702,20,10.584,high
135,15.38,0.24,20,255.4,many,1.47,751.199707,lake,104.218,35.094971,-84.616333,0.135,0.344,one,1.49,25,39.8,high
67,4.54,0.158,79,445,zero,0.282,11.899994,lake,0.237,48.17276,-90.860535,0.03,0.109,one,0.794,10,2.98,high
45,1.99,0.328,35,448.1,few,0.94,12.199997,lake,0.226,34.622498,-83.820251,0.007,0.035,one,1.562,25,1.28,high
23.9,1.698,0.07,10,399.3,one,0.479,101.099976,pond,5.301,45.641663,-69.25,0.017,0,one,0.994,25,2.966,high
38.1,3.497,0.066,20,577.3,few,0.543,107.199951,lake,0.746,41.233307,-75.454163,0.022,0.005,one,0.714,20,5.308,high
71,3.4,0.184,72,500.8,few,0.293,18.699997,lake,0.503,48.016663,-91.062439,0.06,0.154,one,0.791,10,1.98,high
54.9,1.799,0.087,5,65.5,one,0.341,91.699951,pond,6.212,44.583313,-68.666626,0,0.116,one,0.953,20,3.859,high
341.2,4.781,0.398,45,173.7,few,0.35,7.199997,swamp,0.1,45.056915,-69.532776,0.037,0.007,one,0.961,20,2.456,high
44,0.99,0.15,15,515.1,many,0.64,1279.599609,lake,175.745,34.862488,-84.266663,0.016,0.035,one,1.554,30,1.06,high
28,2.8,0.171,11,424.9,one,0.56,2825.798828,lake,351.394,47.958313,-92.312439,0,0.13,zero,0.787,5,4.64,high
10.2,3.11,0.102,5,198.7,one,0.359,95.799988,pond,4.445,43.562469,-71.087463,0.016,0.016,one,0.972,20,4.146,high
112,3.11,0.162,130,393.2,one,0.63,17.799988,lake,0.124,48.152771,-92.054138,0.09,0.073,one,0.75,5,0.75,high
26,1.35,0.122,15,844.3,few,0.63,17.399994,lake,0.815,34.544708,-84.367737,0.005,0.031,one,1.486,25,0.89,high
143,2.22,0.214,30,612.6,many,0.72,20.699997,lake,0.615,35.654144,-83.907776,0.043,0.05,one,1.262,20,2.47,high
87.8,5.0575,0.207,42.5,332.2,zero,0.498,8.899994,pond,0.05,45.762207,-69.591064,0.1165,0.0695,one,0.994,20,5.9525,high
24,2.84,0.151,50,470.3,zero,0.27,13.699997,lake,0.311,47.835266,-91.485229,0,0.083,zero,0.79,10,3.01,high
24,2.08,0.192,10,530.4,zero,0.188,14.899994,lake,1.286,48.069977,-90.899963,0.01,0.037,one,0.792,10,2.15,high
30.6,1.932,0.092,20,118.9,zero,0.407,105.5,pond,4.161,44.916656,-68.269714,0.014,0.003,one,0.935,20,3.087,high
37,2.27,0.041,5,343.8144,one,0.69,60,lake,1.364,42.533325,-72.116638,0,0,one,1.012,25,4.93,high
19.5,3.394,0.287,35,92.4,one,0.375,22.5,lake,0.219,45.133331,-67.877747,0.019,0.003,one,1.168,20,2.488,high
36.6,3.262,0.194,20,236.2,few,0.32,24.099991,pond,0.514,43.533325,-71.141663,0.018,0.019,one,0.986,20,2.94,high
65.2,2.641,0.041,30,458.7,many,0.385,180.699951,pond,9.139,44.924988,-70.916626,0.021,0.012,few,1.126,25,4.983,high
41,3.73,0.266,28,295,zero,1.08,30.299988,lake,0.731,45.83136,-92.291077,0.21,0.085,zero,0.828,5,1.49,high
28.9,3.188,0.081,10,1.2192,one,0.896,24.199997,pond,0.202,41.354706,-70.613037,0.013,0.008,zero,0.934,20,7.745,high
14,8.59,0.422,25,474.9,few,0.79,29.799988,lake,2.102,42.412476,-75.5,0.08,0.042,one,0.991,20,9.32,high
77.1,4.618,0.334,40,299.3,few,0.452,85.099976,lake,0.474,43.391663,-74.295776,0.03,0.093,one,0.883,25,5.702,high
25.2,5.29,0.362,40,467.6,one,0.409,16,pond,0.275,44.291656,-74.666626,0.031,0,zero,0.917,20,5.594,high
14,1.09,0.133,10,335.3,many,0.66,2245,lake,136.46,34.97525,-82.937744,0.004,0.102,one,1.097,30,1.34,high
20,1.34,0.038,12,429.8,zero,1.22,10.299995,lake,0.306,47.538879,-93.494385,0,0,zero,0.797,5,3.21,high
13,2.51,0.11,25,340.5,zero,0.43,7.899998,lake,0.099,46.381653,-91.7005,0.028,0.067,zero,0.861,10,3.67,high
45.6,3.624,0.089,35,374.9,one,0.319,9.299995,pond,0.16,44.495819,-72.530518,0.019,0.004,one,1.595,20,5.036,high
69,4.72,0.339,120,499.6,one,0.7,5,lake,0.079,46.291656,-89.89856,0.159,0.114,zero,0.885,10,1.58,high
128.4,3.218,0.209,40,374.6,one,0.322,7.299999,pond,0.207,45.476379,-69.391663,0.034,0.083,one,0.994,25,3.059,high
21.9,2.023,0.137,25,69.5,zero,0.5,30.699997,lake,1.083,44.190277,-69.341614,0.009,0,few,0.824,20,3.351,high
40.3,5.265,0.684,42.5,110.9,few,0.7425,28.099991,pond,0.991,44.474976,-70.108276,0.0125,0.0155,zero,0.951,20,4.0885,high
64,5.91,0.169,20,133.5024,one,1.16,21.5,reservoir,0.15,42.240814,-71.606079,0,0.075,one,0.962,20,5.35,high
157,1.48,0.282,60,234.7,one,1.65,9.699997,lake,0.234,34.098053,-83.35553,0.132,0.247,one,1.089,15,1.08,high
13,2.96,0.186,18,417.9,few,0.54,2929.398438,lake,477.094,47.929138,-92,0,0,one,0.79,5,4.34,high
16,4.15,0.275,15,234.7,zero,0.38,21.699997,lake,0.916,46.16803,-86.611938,0.02,0,zero,0.971,15,3.72,high
8,11.25,2.544,55,408.7,zero,0.49,10.699997,lake,0.213,47.662476,-93.616638,0.17,0.034,one,0.797,5,0.41,high
26.1,4.707,0.212,15,268.8,few,0.521,9.399994,reservoir,0.467,41.490265,-73.883301,0.016,0.016,one,1.163,15,9.423,high
22.3,6.085,0.291,45,40.5,many,0.827,41.399994,pond,1.575,43.138886,-71.008301,0.024,0.006,one,0.961,15,5.783,high
17,2.51,0.341,25,510.5,zero,0.229,30.599991,lake,1.69,48.040253,-90.908325,0.01,0.017,one,0.792,10,3.49,high
33.8,4.37,0.656,35,362.7,few,0.417,4.599998,pond,0.092,45.212494,-70.494385,0.043,0.032,one,1.016,20,3.923,high
20,4.68,0.389,100,391.7,zero,0.67,18.199997,lake,0.439,45.901367,-91.537476,0.18,0.086,zero,0.873,10,0.33,high
19,4.54,0.088,45,556,one,0.38,11.699997,pond,0.081,41.878601,-74.99939,0.04,0.009,zero,0.718,25,3.55,high
75,3.19,0.514,30,246.9,one,2.1,9.399994,lake,0.214,33.69165,-84.137451,0.372,0.118,one,1.19,15,1.82,high
8.6,5.405,0.282,15,236.8,few,0.587,29.699997,pond,1.323,41.434418,-73.740234,0.025,0,one,1.156,15,10.268,high
21.4,3.634,0.277,10,93.6,few,0.382,138.699951,pond,7.465,43.966644,-70.429138,0.016,0.014,one,0.956,20,3.6,high
17,2.67,0.105,10,527,zero,0.22,14.299995,lake,0.969,46.632202,-88.02356,0,0.026,zero,0.914,15,3.3,high
25,6.9,0.405,50,387.4,zero,0.8,5.699997,lake,0.098,46.931366,-88.799438,0,0.008,zero,0.868,15,1.5,high
28,1.42,0.391,15,302.4,few,1.16,36.799988,lake,1.827,34.489716,-83.496887,0.005,0,one,1.442,20,0.93,high
33,8.93,0.454,30,361.8,zero,1.28,16.199997,pond,0.383,41.592499,-75.71106,0.31,0.386,zero,0.697,10,9.34,high
13.9,3.16,0.166,15,281.9,one,0.471,16.899994,pond,0.58,44.840271,-70.462769,0.011,0,one,0.988,25,3.333,high
55,5.66,0.384,125,408.4,one,0.55,15.299995,lake,0.064,48.281921,-92.779114,0,0.079,one,0.763,5,0.96,high
58.1,3.754,0.2,35,271.6,few,0.405,208.399902,lake,12.957,46.158325,-69.083313,0.027,0.179,one,1.019,20,4.058,high
35,5.05,0.7,25,339.852,zero,0.95,6.599998,lake,0.07,41.756927,-73.242493,0.2,0.05,one,0.837,25,4.59,high
113.2,8.55,0.378,30,360.3,zero,1.175,11.899994,pond,0.066,41.372192,-75.970825,0.108,0.399,one,0.697,15,11.317,high
29,2.24,0.424,20,363.9,many,1.39,2434.599609,lake,344.545,35.741638,-81.899963,0.013,0.216,one,1.152,20,3.97,high
98,3.77,0.236,55,189.3,one,0.48,125.899963,lake,2.512,47.354156,-88.037476,0,0.002,one,0.815,15,2.83,high
21.8,2.687,0.096,5,98.8,many,0.365,1768.299805,lake,260.096,44.099976,-70.5,0.016,0,one,0.96,20,4.33,high
10,3.09,0.171,16,573,zero,0.28,19.699997,lake,0.612,48.008881,-90.858276,0.05,0.037,few,0.792,10,3.39,high
32,4.55,0.135,35,531,zero,0.75,9.099998,pond,0.097,41.837494,-74.899963,0.02,0.026,one,0.722,30,4.47,high
58.2,19.18,0.39,25,82.3,one,3.549,9.199997,pond,0.051,43.013886,-71.454163,0.041,0.05,one,1.007,15,42.261,high
25,6.68,0.359,35,490.7,one,1.5,9.599998,lake,0.08,41.862488,-75.627747,0.06,0.322,one,0.704,10,5.95,high
14,2.64,0.137,15,492.6,zero,0.39,56.5,lake,1.835,45.94165,-89.708313,0.05,0.051,zero,0.885,10,1.6,high
