@relation 'EPA Eastern Lakes Survey - 1984-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F1'

@attribute aluminum numeric
@attribute calcium numeric
@attribute carbonate numeric
@attribute color numeric
@attribute elevation numeric
@attribute inlets {zero,one,few,many}
@attribute potassium numeric
@attribute area numeric
@attribute type {lake,pond,reservoir,swamp}
@attribute volume numeric
@attribute latitude numeric
@attribute longitude numeric
@attribute ammonium numeric
@attribute nitrate numeric
@attribute outlets {zero,few,one}
@attribute precipitation numeric
@attribute runoff {5,10,15,20,25,30}
@attribute sulfate numeric
@attribute ph {low,high}

@data
36.8,3.224,0.258,5,142.3,one,0.354,193.799927,lake,10.971,45.766083,-67.851929,0.0135,0.0255,one,1.233,15,3.8105,high
65.3,9.93,0.699,35,403.9,one,1.409,7,pond,0.088,41.434692,-75.287476,0.042,0.022,one,0.766,20,6.318,high
1090,23.52,1.901,175,688.2,many,4.37,128.5,lake,19.259,35.693054,-83.045776,0.243,2.523,one,1.473,20,30.65,high
4,4.75,0.555,48,329.5,zero,0.34,35.5,lake,1.713,46.195251,-91.66803,0.06,0.056,zero,0.869,10,1.57,high
32,14.1,2.409,15,328,one,0.356,11.099998,pond,0.283,44.183319,-73.576355,0.0215,0.008,one,0.929,15,7.522,high
27.2,3.296,0.278,20,23.2,few,0.476,223.299927,lake,3.73,45.016663,-67.266663,0.019,0.032,one,0.921,25,2.876,high
11,2.9,0.434,37,350.5,zero,0.49,16.099991,lake,0.134,46.362488,-91.610535,0.01,0,zero,0.866,10,1.57,high
56.1,18.99,1.521,50,10.0584,one,3.057,9.599998,lake,0.08,41.250824,-73.011108,0.528,1.254,one,0.949,20,19.553,high
35.9,3.29,0.14,40,519.4,few,0.285,116.299988,lake,1.079,43.44165,-74.483276,0.022,0.005,one,0.886,25,4.425,high
139.5,6.3495,0.609,50,600.5,one,0.3545,8.299995,pond,0.069,46.058319,-70.268005,0.044,0.259,zero,1.039,20,3.713,high
62,6.485,0.553,45,386.2,one,0.287,11.899994,pond,0.149,46.415253,-69.108582,0.031,0.026,one,1.054,20,3.337,high
62.9,3.369,0.221,25,10.4,zero,0.683,92.899963,pond,4.483,44.204163,-69.291626,0.012,0,few,0.828,20,3.742,high
34,4.71,0.283,115,495.6,few,0.49,274.199951,lake,7.761,45.837494,-89.25,0.09,0.343,one,0.885,10,2.48,high
33.4,5.944,0.433,20,23.7744,zero,1.93,9.299995,reservoir,0.039,41.862488,-70.94165,0.09,0.158,zero,0.957,20,11.315,high
155.8,5.06,0.345,45,313,few,0.301,117.299988,pond,2.123,46.166656,-69.666626,0.024,0.011,one,1.019,20,4.038,high
49,3.37,0.125,20,169.164,few,0.36,7.299999,pond,0.027,41.401367,-72.73468,0.02,0,few,0.957,20,8.56,high
24,5.26,0.277,35,372.8,zero,0.73,11.799995,pond,0.082,41.169708,-75.924988,0,0.072,one,0.698,20,5.85,high
73,3.395,0.932,25,301.1,few,1.205,52.099976,lake,1.982,36.801086,-80.110229,0.07,0.0815,one,0.816,10,2.495,high
27,3.74,0.294,32,521.2,one,0.31,4.699997,lake,0.033,47.790833,-90.763306,0.03,0.123,one,0.793,15,2.25,high
9,9.715,2.018,35,455.7,zero,0.607,20.599991,lake,1.166,47.824982,-92.008301,0.01,0.026,zero,0.79,5,2.61,high
45,6.03,0.774,70,499.9,one,0.68,44.099976,lake,2.496,46.248596,-89.041626,0.04,0.157,one,0.885,10,3.67,high
54,4.605,0.417,15,341.1,one,0.263,49.899994,pond,0.718,45.745819,-69.279114,0.033,0.004,zero,0.995,25,4.91,high
24.7,2.455,0.186,20,527.3,zero,0.242,33.199982,pond,1.833,45.283325,-70.458313,0.013,0.011,one,1.009,20,3.853,high
39.9,30.7,3.849,50,133.5,one,2.516,6.699997,pond,0.162,43.163879,-73.420776,0.022,0.013,one,0.871,20,5.589,high
41,8.85,2.016,120,409.7,one,1.71,9.699997,lake,0.14,45.263886,-88.690247,0.325,0.252,one,0.884,10,0.78,high
242,4.295,0.58,35,314.6,few,0.363,25.399994,pond,0.318,45.368317,-69.621338,0.021,0.019,one,0.994,25,3.212,high
31.2,3.305,0.271,20,332.8,one,0.293,77.599976,pond,2.412,45.908325,-69.187439,0.023,0,one,0.999,25,4.412,high
262.3,6.014,1.15,20,69.7992,few,2.299,95.5,lake,0.886,41.679138,-71.549988,0.128,1.191,one,0.959,20,11.03,high
9,1.24,0.577,15,271.9,zero,0.42,7.899998,lake,0.136,46.549988,-86.179993,0.209,0,zero,1.167,15,3.35,high
47.8,4.161,0.266,30,338.6,one,0.328,7.299999,reservoir,0.156,43.093597,-74.338318,0.017,0.065,one,0.865,20,5.873,high
657.3,22.03,1.749,60,66.8,one,4.636,25.399994,lake,0.754,41.122772,-73.833313,0.204,1.892,one,1.161,15,20.645,high
231,2.8,0.642,30,425.2,one,0.21,16.699997,pond,0.302,45.229156,-69.874939,0.024,0.223,one,0.993,25,4.348,high
36,2.92,0.264,15,484.3,zero,0.33,83.599976,lake,2.366,45.824707,-89.923279,0.01,0.029,zero,0.885,10,1.72,high
23,14.18,1.348,40,89.6112,few,2.09,12.699997,pond,0.053,41.511108,-73.238831,0,0.23,few,0.904,20,5.18,high
54,8.38,0.622,49,487.7,one,0.409,13.299995,lake,0.432,48.097748,-90.995789,0.04,0.035,zero,0.791,10,2.01,high
29,7.19,0.485,25,429.2,zero,1.15,12,pond,0.05,41.516663,-75.424988,0.01,0.036,one,0.725,20,5.56,high
70.3,5.118,0.426,35,551.7,one,0.23,6.799999,pond,0.155,46.019165,-70.258301,0.004,0.007,zero,1.03,20,4.149,high
125,9.6,1.543,115,340.8,zero,1.46,17.599991,lake,0.278,46.082214,-93.25,0.19,0.43,zero,0.761,5,2.86,high
26,13.89,7.65,93,387.7,few,0.64,314.799805,lake,16.944,46.791656,-92.904114,0.06,0.23,one,0.799,5,1.66,high
5,4.81,1.083,30,477.3,one,0.7,8,lake,0.033,45.468048,-88.666626,0.204,0.193,zero,0.883,10,1.38,high
22.9,7.42,1.072,10,353.9,zero,0.434,4.299999,pond,0.146,44.747772,-70.251099,0.012,0.01,one,0.974,25,3.513,high
84,7.89,1.412,89,558.1,one,0.48,16.599991,lake,0.069,47.598053,-91.204407,0.1,0.592,one,0.791,15,3.82,high
50,9.6,0.803,30,609.6,one,0.63,10.699997,lake,0.377,42.533325,-74.204163,0.17,0.12,one,0.799,20,5.68,high
8,3.2,0.349,35,350.5,zero,0.51,7.899998,lake,0.044,46.374146,-91.577759,0.019,0,zero,0.866,10,3.34,high
98.6,8.93,1.625,45,327.7,few,0.291,331.899902,lake,1.54,46.774994,-69.829163,0.044,0.025,few,1.138,20,3.445,high
12,5.3,0.417,40,485.9,few,0.49,31.699997,lake,0.897,46.024994,-90.120789,0.01,0.037,zero,0.885,10,2.26,high
3,9.71,1.862,15,500.5,zero,0.73,101.699951,lake,2.879,46.233307,-89.716614,0.04,0.348,zero,0.885,10,3.03,high
26.6,5.778,0.774,15,81.7,many,0.411,50.5,pond,1.992,44.738861,-69.224976,0.013,0.015,zero,0.82,20,4.022,high
10,7.67,0.817,95,496.5,zero,0.69,13,lake,0.09,45.819427,-89.279114,0.27,0.125,one,0.885,10,2.71,high
139,5.73,0.163,30,427.6,one,0.93,23,pond,0.139,41.524994,-75.437439,0,0.024,one,0.721,20,7.64,high
10,10.218,3.902,55,411.2,one,0.96,141.699951,lake,4.011,47.299988,-92.495789,0.01,0.151,zero,0.799,5,2.02,high
17,4.56,0.682,21,480.1,few,0.46,187.399902,lake,12.956,48.070831,-90.312439,0.01,0.056,one,0.811,10,4.88,high
47.4,5.429,0.532,10,451.7,one,0.831,44.699982,lake,0.996,44.224976,-74.824951,0.025,0.017,one,0.917,20,4.975,high
69.2,5.595,0.522,40,368.8,few,0.205,29.199997,pond,0.244,46.558319,-69.011108,0.057,0.054,one,1.066,20,3.577,high
32.1,5.279,0.563,20,303.9,zero,0.256,5.699997,pond,0.193,46.304138,-69.045776,0.028,0.012,one,1.04,20,4.145,high
6,11.41,6.881,26,511.8,one,0.68,17.5,lake,0.171,47.687469,-91.573608,0.01,0.042,one,0.79,10,6.58,high
124.8,6.94,0.789,50,306.9,few,0.367,172.699951,pond,2.965,46.259705,-69.591614,0.032,0.084,one,1.035,20,4.026,high
43.5,12.14,2.493,15,203,few,0.315,65.199951,pond,0.908,44.429138,-73.497742,0.035,0.009,one,1.023,15,7.79,high
13,16.33,5.848,64,377.3,few,0.69,12.099998,lake,0.326,45.74527,-91.488281,0.43,0.504,one,0.871,5,1.49,high
27,4.91,1.139,18,332.2,zero,0.25,5.799999,lake,0.18,46.545258,-91.281921,0,0.086,zero,0.867,15,1.47,high
7,8.69,1.26,5,444.1,zero,0.68,105.199951,lake,4.784,45.533325,-89.723572,0.04,0.005,one,0.885,10,6.56,high
49,13.9,2.829,120,357.8,few,0.6,23.299988,lake,0.897,46.039154,-91.559387,0.09,0.413,one,0.874,10,2.7,high
48,9.64,0.881,20,40.2,one,1.608,14.5,pond,0.861,42.718048,-71.076904,0.022,0.05,one,0.961,20,14.942,high
8,26.16,8.103,43,414.2,zero,1.39,9.599998,lake,0.49,47.483307,-93.666626,0.35,0.006,zero,0.797,5,0.55,high
3,8.51,1.925,10,342.3,zero,0.37,8.799995,lake,0.449,46.480255,-91.368835,0.324,0,zero,0.868,10,3.04,high
35,18.86,3.703,20,20.7,zero,10.061,26.399994,lake,0.563,28.824997,-81.679138,0.132,1.96,zero,1.22,5,40.5,high
12,11.29,3.566,10,469.4,one,0.75,162.799927,lake,5.061,45.733307,-89.683289,0,0.196,one,0.885,10,1.32,high
16,8.69,2.295,10,482.8,zero,0.62,144.399902,lake,12.864,45.962494,-89.899963,0.03,0.066,few,0.885,10,2.76,high
11,13.76,5.141,40,496.5,few,0.75,17.899994,lake,0.581,46.184143,-89.820801,0.099,0.077,zero,0.885,10,2.66,high
16,11.2,4.199,50,491.3,one,0.69,74.699951,lake,2.01,46.208313,-89.954163,0.039,0.062,one,0.885,10,2.99,high
2,20.47,10.583,12,318.5,one,0.94,11.399994,lake,0.159,46.491364,-91.30304,0.023,0.08,zero,0.869,10,3.95,high
41.3,13.17,2.685,50,170.4,many,0.3325,281.599853,lake,48.214,47.227753,-69,0.0345,0.403,one,1.145,15,4.498,high
10,8.06,2.154,18,340.2,zero,0.51,85.299988,lake,5.66,46.387482,-91.220825,0.1,0.122,zero,0.875,10,1.62,high
24.9,9.41,2.075,30,217,few,0.412,12.399994,pond,0.058,44.354156,-72.962463,0.023,0.015,one,1.596,20,4.93,high
102.1,8.14,1.423,10,376.7,zero,0.587,11.899994,pond,0.502,46.945831,-68.870789,0.015,0,one,1.068,20,5.38,high
83.9,4.99,0.371,15,306.3,few,0.343,57.399994,pond,0.426,46.245819,-69.195801,0.024,0.017,one,1.028,20,4.69,high
50.7,15.2,2.632,15,289.6,one,0.277,5.199997,pond,0.294,43.742493,-73.140808,0.016,0.001,one,1.148,15,7.332,high
9,11.31,3.289,20,479.8,one,0.59,106,lake,2.41,45.913879,-89.820801,0.03,0.304,zero,0.885,10,2.47,high
44,7.42,0.91,40,395,many,0.53,5015.398438,lake,183.844,46.5,-89.583313,0,0,one,0.885,15,4.63,high
3,5.2,1.077,10,477.9,zero,0.68,162.099976,lake,16.773,45.599976,-89.549988,0.01,0.786,zero,0.885,10,2.67,high
4,10.44,3.484,20,478.5,one,0.67,81,lake,3.082,45.809692,-89.75,0.06,0.099,zero,0.885,10,2.59,high
50.9,6.915,0.707,15,512.7,zero,0.349,67.699951,pond,0.848,44.990814,-70.741943,0.022,0.039,one,1.059,25,7.547,high
6,7.76,1.382,15,474,zero,0.47,27.299988,lake,0.228,46.319427,-89.737488,0.049,0,zero,0.885,10,1.48,high
10,5.97,1.294,15,480.4,zero,0.27,45.199982,lake,0.776,45.964416,-90.108276,0.01,0.194,zero,0.885,10,2.36,high
14,10.39,2.854,40,488,few,0.75,157.799927,lake,3.295,46.065277,-89.795776,0,0,one,0.885,10,2.94,high
25.5,19.565,9.308,75,239.3,few,0.785,22.399994,lake,0.218,46.182495,-86.720825,0.09,0.344,few,0.965,15,4.025,high
100.5,7.48,2.007,10,479.2,one,0.15,18.599991,pond,0.086,46.027771,-69.880554,0.039,0.056,one,1.009,20,4.857,high
388,11.5,2.899,25,283.5,one,0.56,20,lake,0.965,46.848328,-87.973328,0,0,one,0.916,15,5.16,high
51.9,10.9,5.92,30,0.6096,zero,5.389,11,pond,0.219,41.548859,-70.006348,0.742,0.137,zero,0.937,20,8.962,high
61,10,1.691,30,253,one,0.101,9,pond,0.088,44.433319,-73.470825,0.033,0.109,one,1.058,15,6.91,high
19.5,22.63,5.879,30,168.3,few,0.738,5.5,pond,0.054,43.713867,-73.216614,0.029,0,one,1.024,15,8.129,high
35.3,29.33,8.66,35,171.3,few,1.869,17,lake,0.118,41.341644,-73.495789,0.027,0.067,one,1.069,20,9.044,high
0,17.79,11.169,18,317.6,one,0.99,23,lake,0.192,46.479431,-91.285828,0.033,0,zero,0.87,10,2.65,high
17,23.96,11.592,10,257.6,few,0.807,22.199997,lake,0.093,46.457764,-85.8172,0.1,0.587,one,1.19,15,5.3,high
4,8.08,4.522,10,501.1,zero,0.62,430,lake,41.301,45.529144,-88.849976,0.074,0,zero,0.884,10,4.38,high
25,18.16,9.887,35,264.6,few,0.63,78,lake,2.316,46.48053,-86.258301,0.009,0.045,one,1.143,15,4.16,high
3,12.35,4.427,26,334.7,one,0.42,207.799927,lake,5.014,45.989441,-91.749695,0.01,0,one,0.867,10,2.86,high
5,11.14,5.537,40,361.2,one,0.87,86,lake,0.838,48.313873,-92.687439,0,0,one,0.751,5,2.25,high
9,14.255,8.252,30,226.5,few,0.81,262.299805,lake,22.638,46.637482,-86.041626,0.009,0.1565,one,1.195,15,5.03,high
91.8,15.39,5.389,32.5,306.6,few,0.301,81.199951,pond,0.339,46.37442,-69.229675,0.0305,0.0375,one,1.049,20,4.129,high
43,21.65,6.751,20,334.1,one,1.02,11.199997,lake,0.047,46.315277,-87.39386,0.03,0.402,one,0.938,15,4.89,high
111.3,25.26,6.71,35,76.5,one,1.472,104.399963,lake,2.374,42.949982,-73.852722,0.021,0,one,0.87,15,17.086,high
10,23.73,14.199,13,350.8,few,0.84,413.199951,lake,8.244,45.526093,-92.299988,0.01,0.819,zero,0.81,5,4.28,high
58.7,16.17,5.237,20,465.1,zero,0.298,23.299988,pond,0.303,44.329163,-72.212463,0.019,0,one,1.56,15,6.522,high
45,12.96,2.479,20,17.1,zero,0.004,17.899994,lake,0.125,29.792221,-83.009949,0.015,0.029,zero,1.204,5,2.89,high
4,11.72,10.366,15,485.2,zero,0.53,73,lake,1.253,45.454163,-88.833313,0.089,0.048,zero,0.884,10,2.43,high
9,35.88,33.601,10,367,zero,0.647,20.799988,lake,1.148,44.801666,-84.883606,0.08,0.028,zero,0.686,10,3.84,high
5,30.29,26.522,25,374.9,one,1.13,128.199951,lake,6.365,46.704163,-94.06665,0.09,0.2,one,0.795,5,2.12,high
4,20.47,15.481,15,228.6,zero,0.63,4.5,lake,0.061,46.093872,-86.53772,0.01,0,zero,0.939,15,6.02,high
9.3,24.94,12.412,20,174,few,1.079,49.299988,lake,2.448,46.106659,-68.104126,0.029,0.001,one,1.112,20,5.184,high
13,19.32,16.811,15,285,zero,0.2,16.299988,lake,0.166,45.601379,-87.960266,0.11,0.039,zero,0.862,5,2.4,high
29,17.23,18.455,15,447.8,zero,0.83,21.699997,lake,0.493,46.288879,-87.916626,0,0.066,zero,0.905,10,3.58,high
31,3.6,0.14,10,28,one,2.12,1351.5,lake,87.793,27.241653,-81.370789,0.009,0,one,1.48,5,6.77,high
8,28.05,24.99,15,312.4,zero,0.703,10.5,lake,0.151,44.746368,-85.158325,0.06,0.003,zero,0.687,10,6.25,high
13,31.38,26.362,30,248.7,zero,0.504,6.899998,lake,0.048,46.238037,-85.391052,0.08,0.007,zero,1.122,15,7.48,high
14.2,30.08,33.082,25,169.2,one,1.12,25,lake,0.139,46.111084,-68.124939,0.032,0.022,one,1.104,20,5.866,high
74.3,40.8,38.85,5,299,few,2.503,75.5,pond,0.841,44.949982,-72.116638,0.085,0.571,one,1.534,25,12.908,high
0,24.34,93.421,10,233.2,zero,1,11,lake,0.281,45.371918,-87.988586,0.27,0.211,zero,0.864,5,10.74,high
